Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Sergio Alcántara","WSN",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.218802,0.10482,0.239213,0.438188,0.303645,0.302039,0.27438,0.605684,0.0832369,3.72035,0.287196,0.000672737,-0.0128224,0.607299,-0.219805,73.5642,-0.0121496,-0.0455709,-0.23147280514240265,0.02942909672856331,0.00315614,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Sergio Alcantara","16417",642727
"Jose Herrera","TEX",2,6,6,1,1,0,0,0,1,0,1,0,1,0,0,0,,0,0,0.205725,0.101174,0.226005,0.447664,0.290495,0.284315,0.261905,0.57481,0.0785908,2.83039,0.261916,-0.00582044,-0.00793535,0.490425,-0.265784,66.366,-0.0137558,-0.0310092,-0.26746212504804134,0.09399080649018288,0.00247786,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jose Herrera","17040",645444
"Justin Dean","CHC",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.207702,0.0918147,0.318757,0.28804,0.288289,0.298207,0.265066,0.586496,0.0905056,6.93504,0.305473,-0.00179199,0.0156229,0.554365,-0.272739,68.956,0.0138309,0.00735153,-0.24372373521327972,0.03235152829438448,0.00220171,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Justin Dean","25005",681909
"Nicky Lopez","COL",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.255053,0.083317,0.143855,0.579175,0.324193,0.324431,0.291155,0.648624,0.0693781,5.06407,0.298247,0.00545378,-0.0114389,0.702637,-0.124466,71.3827,-0.00598508,0.000690661,-0.2434074147604406,0.02569066104479134,0.00155259,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Nicky Lopez","19339",670032
"Chris Taylor","LAA",34,147,130,28,18,6,0,3,15,13,13,0,48,2,1,0,,3,1,0.213619,0.0858463,0.32524,0.263947,0.292813,0.335703,0.279406,0.628516,0.122084,4.78109,0.30837,-0.116991,0.0153372,13.3531,-4.01608,75.8377,-0.101653,-0.28392,-4.2879374101758,-0.7589195966720581,0.00129363,999,,,,,,,120.3,3.538235294,120.3,3.538235294,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Billy Cook","PIT",2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.225009,0.0695677,0.283261,0.245596,0.287091,0.356876,0.282416,0.643967,0.131867,5.53167,0.298066,-0.00149694,0.00787216,0.652971,-0.174133,77.1656,0.00637522,-0.062559,-0.18306930596008897,-0.0375590231269598,0.0012547,999,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Billy Cook","29573",695257
"Davis Wendzel","PIT",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.208053,0.0812906,0.225419,0.36062,0.284063,0.332879,0.274739,0.616941,0.124826,2.92968,0.249351,-0.00142424,-0.00887874,0.609339,-0.217765,71.9064,-0.010303,-0.0542163,-0.24337994121015072,0.020783718675374985,0.00105336,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Davis Wendzel","26469",673995
"Tim Elko","CHW",2,7,7,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.233311,0.0559815,0.334788,0.167215,0.281096,0.39313,0.292644,0.674226,0.159819,3.11653,0.320041,-0.00098556,-0.0053622,0.711101,-0.116003,85.8781,-0.00634776,0.01696,-0.12285786820575595,-0.108039990067482,0.00102627,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Tim Elko","31522",671284
"Christian Encarnacion-Strand","CIN",2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.242492,0.0514139,0.264021,0.194734,0.29029,0.435949,0.31223,0.726239,0.193457,3.26972,0.291553,0.00124081,-0.0125693,0.822416,-0.00468804,94.5928,-0.0113285,0,-0.05618913844227791,-0.17499999701976776,0.000174194,999,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Christian Encarnacion-Strand","30011",687952
"Héctor Rodríguez","CIN",2,7,7,2,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.247758,0.048586,0.17412,0.279037,0.287445,0.388933,0.292681,0.676378,0.141176,4.71222,0.276015,-0.000274587,-0.00894243,0.711313,-0.115791,81.2012,-0.00921701,0.00815827,-0.1651806142181158,-0.06684172991663218,0.000088947,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Hector Rodriguez","sa3015828",699302
